@relation matrixdomains

@attribute numberOfRows numeric
@attribute numberOfColumns numeric
@attribute numberOfConnectedComponent numeric
@attribute numberOfBlockFromDmPerm numeric
@attribute normalizedAvgNNZPerRow numeric
@attribute avgNNZPerRow numeric
@attribute stdNNZPerRow numeric
@attribute varNNZPerRow numeric
@attribute maxEig numeric
@attribute field {real,pattern}
@attribute symmetric {symmetric,general,skew-symmetric}
@attribute domain {'subsequent circuit simulation problem','structural problem','optimization problem','computational fluid dynamics problem','undirected graph','2D/3D problem','directed graph','chemical process simulation problem','power network problem','economic problem','circuit simulation problem','subsequent computational fluid dynamics problem','subsequent theoretical/quantum chemistry problem','electromagnetics problem','directed weighted graph','materials problem','eigenvalue/model reduction problem','model reduction problem','undirected random graph','thermal problem'}

@data
2904,2904,1,929,0.006894,20.02135,25.724304,661.739813,1000000.000001,real,general,'circuit simulation problem'
23670,23670,597,1157,0.000463,10.969497,20.027907,401.117072,4655.300846,real,general,'economic problem'
27449,27449,961,961,0.000213,5.855332,3.845856,14.790605,1048576,real,general,'economic problem'
2954,2954,42,596,0.004226,12.483074,15.824508,250.415054,0,real,general,'chemical process simulation problem'
869,869,1,1,0.009647,8.383199,1.662612,2.76428,11.175101,pattern,symmetric,'structural problem'
343,343,1,1,0.011135,3.819242,0.41462,0.171909,1,real,general,'directed weighted graph'
715,715,1,1,0.013037,9.321678,5.887842,34.666686,16.310151,pattern,symmetric,'structural problem'
3134,3134,1,1,0.0046,14.415444,4.867445,23.692018,4.2597828628651648E16,real,symmetric,'structural problem'
3060,3060,83,83,0.004508,13.794444,6.433752,41.39317,1.735329,real,general,'electromagnetics problem'
33960,33960,1,1,0.001373,46.632509,14.452765,208.882408,56.310847,pattern,symmetric,'structural problem'
94069,94069,1,1,0.000052,4.895268,0.317191,0.10061,5.987607,pattern,symmetric,'structural problem'
274,274,1,1,0.021472,5.883212,3.305153,10.924039,11.114564,pattern,symmetric,'power network problem'
1922,1922,1922,1922,0.00052,1,0,0,3.024807,real,symmetric,'structural problem'
73,73,1,1,0.070745,5.164384,2.179537,4.750381,7.327656,pattern,symmetric,'structural problem'
3562,3562,1,1,0.012603,44.893318,11.487994,131.974013,4.8766757210684164E13,real,symmetric,'structural problem'
87,87,1,1,0.071476,6.218391,2.329913,5.428495,8.713552,pattern,symmetric,'structural problem'
512,512,1,1,0.007538,3.859375,0.369786,0.136742,1,real,general,'directed weighted graph'
1561,1561,1,1,0.004383,6.842409,0.544926,0.296944,7.980081,pattern,symmetric,'thermal problem'
886,886,1,1,0.007605,6.738149,1.392981,1.940396,430234.353351,real,general,'computational fluid dynamics problem'
400,400,1,1,0.007506,3.0025,0.111915,0.012525,3.999939,real,general,'2D/3D problem'
23052,23052,10881,3,0.000603,13.907947,14.035103,196.984108,1.085594,real,symmetric,'structural problem'
9540,9540,382,207,0.002278,21.730398,13.088378,171.305649,1215.757323,real,general,'computational fluid dynamics problem'
216,216,1,1,0.092528,19.986111,8.76859,76.888178,0.130188,real,general,'computational fluid dynamics problem'
27,27,1,1,0.382716,10.333333,3.258126,10.615385,6134281.060595,real,symmetric,'computational fluid dynamics problem'
5860,5860,1318,1412,0.000736,4.310239,17.169745,294.800134,425145.84132,real,symmetric,'circuit simulation problem'
29610,29610,737,1437,0.000383,11.346572,20.959613,439.305396,37042817.984104,real,general,'economic problem'
36609,36609,1281,1281,0.00016,5.863121,3.846873,14.798435,7470.376449,real,general,'economic problem'
4101,4101,31,443,0.00482,19.765179,25.15201,632.623626,3.223246,real,general,'chemical process simulation problem'
9506,9506,1,1,0.004369,41.532506,6.670374,44.493893,0.322993,real,symmetric,'subsequent theoretical/quantum chemistry problem'
5940,5940,147,147,0.002376,14.114815,6.344434,40.251843,1.76425,real,general,'electromagnetics problem'
80676,80676,1,1,0.000662,53.410977,6.569292,43.155595,60.494993,pattern,symmetric,'structural problem'
43887,43887,1,1,0.000222,9.727209,6.072542,36.875772,20228896.874797,real,symmetric,'power network problem'
20468,20468,2,2,0.000492,10.068204,7.174383,51.471773,3227847.030024,real,general,'2D/3D problem'
1813,1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179943,real,general,'subsequent circuit simulation problem'
1813,1813,6,469,0.003421,6.202978,30.785641,947.755686,1.174297,real,general,'subsequent circuit simulation problem'
1220,1220,34,188,0.003959,4.829508,4.014385,16.115289,8.374127,real,general,'subsequent circuit simulation problem'
1220,1220,34,188,0.003959,4.829508,4.014385,16.115289,2.871652,real,general,'subsequent circuit simulation problem'
430,430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,real,general,'subsequent circuit simulation problem'
430,430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,real,general,'subsequent circuit simulation problem'
1960,1960,10,58,0.002912,5.707653,17.069379,291.363698,26.863834,pattern,symmetric,'circuit simulation problem'
49666,49666,1,1,0.000226,11.24701,2.38662,5.695957,0,real,symmetric,'computational fluid dynamics problem'
90449,90449,1,1,0.000451,40.754713,3.190901,10.181851,11908.681159,real,symmetric,'structural problem'
62500,62500,1,1,0.000109,6.799456,2.863136,8.197545,852497.715162,real,symmetric,'optimization problem'
21982,21982,1,11091,0.003012,66.207533,169.308215,28665.271609,31228.455014,real,general,'chemical process simulation problem'
17500,17500,1,1,0.000375,6.569257,3.995047,15.960401,190777.218692,real,symmetric,'optimization problem'
9664,9664,9450,541,0.000173,1.671151,3.695696,13.658172,7.405125,pattern,general,'directed graph'
73,73,71,27,0.018015,1.315068,3.316108,10.996575,1,pattern,general,'directed graph'
4563,4563,1,1,0.001485,6.777778,10.423419,108.647669,38373.900984,real,symmetric,'optimization problem'
43640,43640,5,5,0.000157,6.841659,14.275508,203.790139,85044.632082,real,symmetric,'optimization problem'
5489,5489,1,1,0.008741,47.977956,7.693618,59.191752,95099.868392,real,symmetric,'structural problem'
800,800,1,1,0.00725,5.8,0.424529,0.180225,31.050902,real,general,'computational fluid dynamics problem'
90449,90449,1,1,0.000459,41.498093,2.682215,7.194277,42.983989,pattern,symmetric,'structural problem'
38120,38120,378,378,0.011128,424.217445,484.243851,234492.106839,16642.391362,real,general,'power network problem'
23133,23133,567,6174,0.000349,8.080923,10.636229,113.129367,38.024967,pattern,symmetric,'undirected graph'
21128,21128,2661,6659,0.00017,3.584296,2.707668,7.331465,200014.388426,real,general,'eigenvalue/model reduction problem'
252,252,1,2,0.014991,3.777778,0.435275,0.189464,3.917029,pattern,symmetric,'2D/3D problem'
18454,18454,1,1,0.000744,13.728731,3.329044,11.082535,16.308714,pattern,symmetric,'structural problem'
443,443,1,1,0.00827,3.663657,1.576758,2.486165,6.178281,pattern,symmetric,'power network problem'
1224,1224,1,1,0.037463,45.854575,9.797296,95.987011,5261.881517,real,symmetric,'structural problem'
400,400,400,401,0.002494,0.9975,0.05,0.0025,0,real,symmetric,'2D/3D problem'
25503,25503,25068,13572,0.000024,0.608752,0.700228,0.490319,0.000234,real,symmetric,'structural problem'
3456,3456,1,1,0.00557,19.25,4.969371,24.694645,1.323312,real,general,'thermal problem'
1651,1651,1,13,0.017999,29.716535,15.019893,225.597175,449.342816,real,general,'computational fluid dynamics problem'
4101,4101,31,439,0.004916,20.161424,25.766461,663.910521,3.223576,real,general,'chemical process simulation problem'
9506,9506,1,1,0.004369,41.532506,6.670374,44.493893,0.325929,real,symmetric,'subsequent theoretical/quantum chemistry problem'
29610,29610,737,1437,0.000383,11.346572,20.959613,439.305396,9310.595565,real,general,'economic problem'
36609,36609,1281,1281,0.00016,5.863121,3.846873,14.798435,1048576,real,general,'economic problem'
4008,4008,3943,3943,0.00051,2.042914,3.570902,12.75134,1.912688,real,general,'economic problem'
2410,2410,2,2,0.009442,22.755187,11.48601,131.928418,99231317.427129,real,symmetric,'computational fluid dynamics problem'
1794,1794,1,1,0.002412,4.327759,2.978944,8.874109,0,real,general,'thermal problem'
838,838,1,1,0.014254,11.945107,6.227034,38.775956,16.759438,pattern,symmetric,'structural problem'
878,878,1,1,0.009662,8.482916,1.181984,1.397085,9.911295,pattern,symmetric,'structural problem'
434,434,1,1,0.022203,9.635945,3.882358,15.0727,0.660743,real,general,'directed weighted graph'
1882,1882,1,1,0.003643,6.856536,0.521349,0.271805,7.983409,pattern,symmetric,'thermal problem'
2205,2205,1,1,0.002907,6.409524,0.642279,0.412523,27461.016815,real,general,'computational fluid dynamics problem'
15439,15439,13,13,0.001058,16.33791,7.080735,50.136813,1.6312687669077995E15,real,symmetric,'structural problem'
41092,41092,4,4,0.000997,40.978828,167.040097,27902.394091,3.053177,real,general,'2D/3D problem'
87804,87804,2,2,0.000677,59.426814,25.032296,626.615864,80.152968,pattern,symmetric,'structural problem'
22835,22835,9833,9833,0.001297,29.622903,57.362751,3290.485146,653837012.788259,real,general,'chemical process simulation problem'
5357,5357,1,1,0.007237,38.770767,7.058706,49.825336,42.747932,pattern,symmetric,'structural problem'
62,62,1,1,0.074662,4.629032,2.536513,6.433897,6.480481,pattern,general,'directed graph'
4598,4598,1,1,0.001447,6.652893,9.008927,81.160761,5895059.846047,real,symmetric,'optimization problem'
43618,43618,1,1,0.000163,7.107524,16.759982,280.896983,234380.889999,real,symmetric,'optimization problem'
5489,5489,1,1,0.008727,47.903625,7.708189,59.416184,9583.634942,real,symmetric,'structural problem'
1090,1090,801,1073,0.002985,3.253211,11.25292,126.628204,1350,real,general,'computational fluid dynamics problem'
16129,16129,1,1,0.000973,15.686589,5.777157,33.37554,7.311012,real,symmetric,'2D/3D problem'
20000,20000,5000,5000,0.000113,2.25,0.433024,0.187509,4.651116,real,symmetric,'optimization problem'
1813,1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179864,real,general,'subsequent circuit simulation problem'
1813,1813,6,469,0.003421,6.202978,30.785641,947.755686,1.174299,real,general,'subsequent circuit simulation problem'
1220,1220,34,188,0.003959,4.829508,4.014385,16.115289,3.661449,real,general,'subsequent circuit simulation problem'
1220,1220,34,188,0.003959,4.829508,4.014385,16.115289,2.871652,real,general,'subsequent circuit simulation problem'
430,430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,real,general,'subsequent circuit simulation problem'
430,430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,real,general,'subsequent circuit simulation problem'
7602,7602,1,103,0.000565,4.295317,1.120899,1.256415,510.206002,real,general,'circuit simulation problem'
12546,12546,1,1,0.00089,11.161645,2.414124,5.827994,6.664091,real,symmetric,'computational fluid dynamics problem'
34920,34920,1,1,0.003195,111.583505,53.158079,2825.781337,2569559971181.379584,real,symmetric,'structural problem'
87500,87500,1,1,0.000075,6.570994,3.997785,15.982285,953561.06705,real,symmetric,'optimization problem'
9604,9604,1,1,0.000924,8.877968,0.596161,0.355407,953561.06705,real,symmetric,'2D/3D problem'
7500,7500,1,713,0.000506,3.794933,1.427008,2.036353,0,real,general,'materials problem'
14538,14538,170,171,0.006976,101.411817,102.256049,10456.299611,854.886506,real,general,'power network problem'
5242,5242,355,2043,0.001055,5.528424,7.918665,62.705259,45.616677,pattern,symmetric,'undirected graph'
528,528,3,23,0.004724,2.494318,0.660606,0.4364,2.842683,real,general,'eigenvalue/model reduction problem'
224,224,1,2,0.016741,3.75,0.454178,0.206278,3.89751,pattern,symmetric,'2D/3D problem'
15435,15435,1,1,0.000594,9.166051,5.676939,32.227641,214247.414068,real,symmetric,'power network problem'
40948,40948,2,2,0.000246,10.065156,7.176445,51.501359,12904336.254434,real,general,'2D/3D problem'
1454,1454,1,1,0.002507,3.645117,1.569864,2.464474,6.619492,pattern,symmetric,'power network problem'
918,918,1,1,0.008762,8.043573,1.828604,3.343792,9.824395,pattern,symmetric,'structural problem'
1856,1856,129,129,0.003298,6.12069,1.514168,2.292704,1,real,general,'computational fluid dynamics problem'
35550,35550,877,1717,0.000326,11.597918,21.554016,464.575618,54936386.56604,real,general,'economic problem'
7337,7337,31,676,0.002873,21.07946,25.83071,667.225555,4.89073,real,general,'chemical process simulation problem'
9506,9506,1,1,0.004369,41.532506,6.670374,44.493893,0.330098,real,symmetric,'subsequent theoretical/quantum chemistry problem'
45769,45769,1601,1601,0.000128,5.867793,3.847476,14.803072,11544.106011,real,general,'economic problem'
2548,2548,2,2,0.008827,22.491366,11.302716,127.751398,74494829.651198,real,symmetric,'computational fluid dynamics problem'
1633,1633,2,2,0.017485,28.552358,17.080902,291.757214,1853687879.154932,real,general,'computational fluid dynamics problem'
15575,15575,15466,15466,0.000136,2.120899,8.927556,79.701255,1.941276,real,general,'economic problem'
14734,14734,1,1,0.000438,6.451269,0.577674,0.333707,0,real,general,'thermal problem'
100,100,1,1,0.0396,3.96,1.989467,3.95798,95.632978,real,general,'computational fluid dynamics problem'
8032,8032,6656,3825,0.000163,1.305403,1.948466,3.796519,1082.207915,real,symmetric,'structural problem'
2233,2233,1,1,0.003076,6.868339,0.500578,0.250579,7.985968,pattern,symmetric,'thermal problem'
1919,1919,1,1,0.008798,16.883273,2.874853,8.264783,4.524577,real,symmetric,'2D/3D problem'
32,32,1,1,0.123047,3.9375,1.389767,1.931452,4.224081,pattern,general,'directed graph'
96,96,1,1,0.083333,8,1.421637,2.021053,9.405813,pattern,symmetric,'structural problem'
1922,1922,1,1,0.008212,15.783559,5.69528,32.436211,260793317643.733696,real,symmetric,'structural problem'
94653,94653,1,1,0.000839,79.366919,148.391822,22020.132917,205.339338,pattern,symmetric,'structural problem'
22835,22835,1,9833,0.00315,71.924984,164.406821,27029.602807,0,real,general,'chemical process simulation problem'
1882,1882,1882,408,0.000491,0.924548,2.309549,5.334017,0,pattern,general,'directed graph'
1022,1022,77,162,0.004859,4.965753,3.623003,13.126152,8.03071,pattern,general,'directed graph'
5033,5033,1,1,0.001726,8.688854,15.981264,255.400784,4456099.7851,real,symmetric,'optimization problem'
48066,48066,51,51,0.000156,7.498606,18.913334,357.714187,262826.10373,real,symmetric,'optimization problem'
5489,5489,1,1,0.007224,39.652214,5.218322,27.230881,1320878.850873,real,symmetric,'structural problem'
2000,2000,1529,1983,0.001296,2.592,8.341482,69.580326,2442,real,general,'computational fluid dynamics problem'
65025,65025,1,1,0.000244,15.843522,5.762227,33.203261,7.31381,real,symmetric,'2D/3D problem'
28338,28338,270,271,0.003666,103.884784,102.40641,10487.072902,854.886506,real,general,'power network problem'
12008,12008,278,3679,0.001644,19.737675,46.638841,2175.18145,244.943897,pattern,symmetric,'undirected graph'
1028,1028,3,23,0.00241,2.477626,0.587508,0.345166,2.842683,real,general,'eigenvalue/model reduction problem'
3296,3296,1,2,0.001184,3.902913,0.302208,0.09133,3.988827,pattern,symmetric,'2D/3D problem'
20082,20082,1,1,0.000697,14.0001,2.692608,7.250137,0.314457,real,general,'model reduction problem'
1813,1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179963,real,general,'subsequent circuit simulation problem'
1813,1813,6,469,0.003421,6.202978,30.785641,947.755686,1.174299,real,general,'subsequent circuit simulation problem'
1220,1220,34,188,0.003959,4.829508,4.014385,16.115289,2.900904,real,general,'subsequent circuit simulation problem'
1220,1220,34,188,0.003959,4.829508,4.014385,16.115289,2.871652,real,general,'subsequent circuit simulation problem'
430,430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,real,general,'subsequent circuit simulation problem'
430,430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,real,general,'subsequent circuit simulation problem'
1041,1041,1,67,0.008051,8.381364,26.35555,694.614999,20917.085781,real,general,'circuit simulation problem'
35543,35543,2,2,0.000101,3.604507,1.501856,2.255573,501188266.040976,real,symmetric,'2D/3D problem'
12546,12546,1,1,0.00089,11.161645,2.414124,5.827994,73.99174,real,symmetric,'computational fluid dynamics problem'
50000,50000,1,1,0.00062,30.97976,11.154638,124.425959,1823727.034682,real,symmetric,'structural problem'
9801,9801,1,1,0.000906,8.879196,0.593242,0.351936,0,real,symmetric,'2D/3D problem'
11532,11532,1,887,0.000332,3.833333,1.42678,2.035701,0,real,general,'materials problem'
29902,29902,1,1,0.000307,9.186576,6.140404,37.704561,66666741.198413,real,symmetric,'power network problem'
1612,1612,1,1,0.002241,3.612903,1.613193,2.602391,6.665168,pattern,symmetric,'power network problem'
2614,2614,1,1,0.002631,6.878347,0.4821,0.23242,7.987978,pattern,symmetric,'thermal problem'
1000,1000,1,1,0.003996,3.996,1.998995,3.99598,10163.383063,real,general,'computational fluid dynamics problem'
3096,3096,2,2,0.009477,29.341408,17.157412,294.376779,44066142.352421,real,general,'computational fluid dynamics problem'
800,800,1,1,0.059925,47.94,6.320509,39.948836,48.787494,pattern,symmetric,'undirected random graph'
35550,35550,877,1717,0.000326,11.597918,21.554016,464.575618,13167.179194,real,general,'economic problem'
45769,45769,1601,1601,0.000128,5.867793,3.847476,14.803072,1048576,real,general,'economic problem'
7337,7337,31,672,0.002907,21.331334,26.202418,686.566729,4.89073,real,general,'chemical process simulation problem'
9506,9506,1,1,0.004369,41.532506,6.670374,44.493893,0.336016,real,symmetric,'subsequent theoretical/quantum chemistry problem'
46772,46772,46772,46772,0.000021,1,0,0,55.422,real,symmetric,'structural problem'
16614,16614,1,1,0.003974,66.025521,16.23236,263.489507,558627545.18934,real,general,'computational fluid dynamics problem'
